input_text,target_text,slang_terms,category,difficulty_level
The way the professor cooked jumped out for no reason,The way the professor was excellent appeared suddenly for no apparent reason,"cooked, excellence",meme,medium
Current status: absolute trash,Current mood: complete bad quality,"trash, poor quality",social_media,medium
I am feeling actually tryhard af right now lmao,I am feeling actually extremely someone who tries too much right now i promise,tryhard af,chat,hard
Bro that midterm ate and left no crumbs i'm fandom periodt,That midterm absolutely dominated and now I am dedicated fan community without question,"fandom, community",college,medium
Genuinely cannot believe how smooth brain this got so fast,I genuinely cannot believe how quickly this became not very intelligent thinking,"smooth brain, unintelligent",sarcasm,medium
sis yes because what we really needed was more I'm dead,"hey yes, because what we truly needed was more I'm laughing so hard","dead, laughter",sarcasm,medium
Thank you so much for that on god contribution,"Thank you so much for that wonderful contribution of I swear, seriously","on god, oath",sarcasm,medium
Anyone else tilted by that L take move,Is anyone else frustrated by that incorrect or bad opinion decision,"L take, criticism",gaming,medium
Thank you very much for that salty contribution,"Thank you very much for that wonderful contribution of bitter, upset, frustrated","salty, emotion",sarcasm,medium
This era is all about trash and healing,This time period is about bad quality and personal recovery,"trash, poor quality",social_media,medium
Jk but also not jk because it's vibe check,I am joking but also not joking because it is testing if someone matches the energy,"vibe check, assessment",texting,medium
omg nvm its giving wow so brave again,"very much never mind, it is showing sarcastically praising an obvious thing energy again","sarcasm, irony",texting,hard
Main character moment but make it hits different,Feeling like the main character but expressed through feels unique or special,"hits different, uniqueness",social_media,medium
Current status: absolute triggered lmao,Current mood: complete emotionally provoked friend,"triggered, emotion",social_media,medium
Bro that player simply hit a pwned play,That player simply executed a decisively defeated play,"pwned, defeat",gaming,medium
is it just me or is thiss giving down bad energy ngl,Is it just me or is this giving desperate energy? friend,down bad,chat,medium
Frfr though that was glazing no debate,"Seriously though, that was excessively praising someone without any debate","glazing, praise",texting,medium
y'all main character moment but make it go outside,friend feeling like the main character but expressed through leave the internet and live life,"go outside, advice",social_media,medium
Wth why is everything so ratio + bozo lately rn,What the heck why is everything so complete public embarrassment lately i swear,"ratio, bozo, criticism",texting,hard
Frfr though that was salty no debate,"Seriously though, that was bitter, upset, frustrated without any debate","salty, emotion",texting,medium
he is pressedd af.,He is extremely bothered or upset.,pressed af,chat,hard
Main character moment but make it hmu,"Feeling like the main character but expressed through hit me up, contact me","hmu, contact",social_media,easy
srs though can we talk aboutt this speedrun,Seriously though can we discuss this completing a game as fast as possible situation,"speedrun, speed",texting,medium
That drop had people acting corny.,That drop had people acting cringey.,corny,social_media,medium
That group project was sure jan and I did it alone,That group project showed sarcastically disbelieving someone and I completed it alone,"sure jan, disbelief",college,medium
teacher:: there are no wrong answers. me: yikes,Teacher says no wrong answers and I respond with that's awkward or bad,"yikes, disapproval",meme,medium
Ngl rn im fully in my we do a little trolling phase istg,Honestly right now I am fully in my playful or mischievous behavior phase right now,"trolling, humor",texting,hard
Not all heroes wear capes some are just sus ngl,"Not all remarkable people wear capes, some simply embody suspicious, not gonna lie","sus, ngl, suspicion",meme,medium
That fit is very nah.,That outfit is very no.,so nah,chat,hard
If you know irl you know,"If you understand in real life, you understand","irl, reality",social_media,medium
highkey solo q be like: full team of tilted playerss,hold on solo queue feels like a team of frustrated and off your game players,"tilted, frustration",gaming,medium
Ikr that was peak glazing,"I know right, that was the peak of excessively praising someone","glazing, praise",texting,medium
That person has vibe today ong,That person has atmosphere or feeling energy today friend,vibe,chat,medium
real talk the assignment instructions were main character I swear,I swear the assignment instructions were so feeling like the protagonist of life I promise,"main character, confidence",college,medium
not me actingg all ate af at the worst time..,Not me acting all extremely ate at the worst time.,ate af,chat,hard
Everyone on Discord went full soft launch when that happened.,Everyone on Discord went full extremely subtly hinting about a relationship when that happened.,so soft launch,chat,hard
